"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"The Stoned Age","James Melkonian","Bradford Tatum, Clifton Collins, Jr.","Comedy",""
"Sugar Hill","Leon Ichaso","Wesley Snipes","Drama",""
"Surviving the Game","Ernest R. Dickerson","Ice-T, Rutger Hauer, Gary Busey, Charles S. Dutton, F. Murray Abraham, John C. McGinley, William McNamara","Action",""
"The Swan Princess","Richard Rich","voices of John Cleese, Jack Palance","Animated",""
"Swimming with Sharks","George Huang","Kevin Spacey, Frank Whaley, Michelle Forbes","Comedy",""
"Teresa's Tattoo","Julie Cypher","C. Thomas Howell, Lou Diamond Phillips, Melissa Etheridge","Action comedy",""
"Terminal Velocity","Deran Safarian","Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald","Action",""
"Texas Chainsaw Massacre: The Next Generation","Kim Henkel","Renée Zellweger, Matthew McConaughey","Horror",""
"That's Entertainment! III","","Gene Kelly, Lena Horne, Debbie Reynolds","Documentary","Third of series"
"Threesome","Andrew Fleming","Lara Flynn Boyle, Stephen Baldwin, Josh Charles","Drama",""
"Thumbelina","Don Bluth","","Fantasy","Animated film"
"Time Chasers","David Giancola","Matthew Burch","Science fiction",""
"A Time to Heal","Michael T. Uno","Nicollette Sheridan, Gary Cole","Drama","TV"
"Timecop","Peter Hyams","Jean-Claude Van Damme, Mia Sara, Ron Silver","Action, Science fiction",""
"Tom & Viv","Brian Gilbert","Willem Dafoe, Miranda Richardson, Rosemary Harris","Drama",""
"Trapped in Paradise","George Gallo","Nicolas Cage, Jon Lovitz, Dana Carvey","Comedy",""
"A Troll in Central Park","Don Bluth, Gary Goldman","voices of Cloris Leachman, Dom DeLuise","Animated",""
"Troublemakers","Terence Hill","Terence Hill, Bud Spencer","Comedy",""
"True Lies","James Cameron","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Charlton Heston, Bill Paxton, Tia Carrere, Art Malik","Action, Comedy",""
"Undefeatable","Godfrey Hall","Cynthia Rothrock","Action",""
"Vanya on 42nd Street","Louis Malle","Julianne Moore, George Gaynes","Comedy",""
"The Visual Bible: Acts","","","",""
"Wagons East!","Peter Markle","John Candy, Richard Lewis, John C. McGinley, Ellen Greene","Comedy","Candy's last film"
"The War","Jon Avnet","Kevin Costner, Elijah Wood, Christine Baranski","Drama",""
"Wes Craven's New Nightmare","Wes Craven","Robert Englund, Heather Langenkamp","Horror",""
"When a Man Loves a Woman","Luis Mandoki","Andy García, Meg Ryan, Tina Majorino, Mae Whitman, Ellen Burstyn, Lauren Tom","Drama","co-written by Al Franken"
"White Fang 2: Myth of the White Wolf","Ken Olin","Scott Wolf","Drama",""
"Whore II","Amos Kolleck","","Docudrama",""
"Widows' Peak","John Irvin","Mia Farrow, Natasha Richardson","Drama",""
"With Honors","Alek Keshishian","Brendan Fraser, Joe Pesci, Moira Kelly, Patrick Dempsey, Josh Hamilton, Gore Vidal","Drama",""
"Without Warning","Robert Iscove","Jane Kaczmarek","Drama","Made for TV"
"Witness to the Execution","Tommy Lee Wallace","Tim Daly, Sean Young","Drama","Made for TV"
"Wolf","Mike Nichols","Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan, Christopher Plummer","Horror",""
"World and Time Enough","Eric Mueller","","Drama",""
"Wyatt Earp","Lawrence Kasdan","Kevin Costner, Gene Hackman, Dennis Quaid, Isabella Rossellini, Michael Madsen, Mark Harmon, Mare Winningham, JoBeth Williams, Tom Sizemore","Western, Biography","5 Razzie nominations"
"The Yearling","","Peter Strauss, Jean Smart","Family, Drama","TV remake of 1946 film"
"You So Crazy","Thomas Schlamme","Martin Lawrence","Comedy","Stage performance"
